HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.desc1,Input.desc2,Answer.first.first,Answer.second.second,Approve,Reject
3PR3LXCWSF0VD8U2DSJTR6Q8P9DX9V,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,33CKWXB73JL8LM48SPOU5BZBUV911A,A8DSTQB4187FZ,Approved,Sat Apr 10 17:17:57 PDT 2021,Sat Apr 10 17:18:09 PDT 2021,Sat Apr 10 18:18:09 PDT 2021,Sat Apr 10 17:27:10 PDT 2021,,,12,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white rabbit wearing an yellow glasses.,The rabbit was wearing some cool glasses in the photo.,TRUE,FALSE,1,
3PR3LXCWSF0VD8U2DSJTR6Q8P9DX9V,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3FTF2T8WLRJJBSN6TQS8D77OOK59WP,A3TYCJO2DG3RMH,Approved,Sat Apr 10 17:10:49 PDT 2021,Sat Apr 10 17:11:02 PDT 2021,Sat Apr 10 18:11:02 PDT 2021,Sat Apr 10 17:27:10 PDT 2021,,,13,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white rabbit wearing an yellow glasses.,The rabbit was wearing some cool glasses in the photo.,TRUE,FALSE,,
3PR3LXCWSF0VD8U2DSJTR6Q8P9DX9V,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3PM8NZGV8YH4SR9IKXZG1LBK7MFQXL,AO1HA5KKZ51B7,Approved,Sat Apr 10 17:17:09 PDT 2021,Sat Apr 10 17:17:37 PDT 2021,Sat Apr 10 18:17:37 PDT 2021,Sat Apr 10 17:27:11 PDT 2021,,,28,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white rabbit wearing an yellow glasses.,The rabbit was wearing some cool glasses in the photo.,TRUE,FALSE,,
3PR3LXCWSF0VD8U2DSJTR6Q8P9DX9V,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3QY7M81QH7NO295WPFBLB0MN6N8K7S,A280UKMMBLRURU,Approved,Sat Apr 10 17:13:10 PDT 2021,Sat Apr 10 17:13:27 PDT 2021,Sat Apr 10 18:13:27 PDT 2021,Sat Apr 10 17:27:11 PDT 2021,,,17,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white rabbit wearing an yellow glasses.,The rabbit was wearing some cool glasses in the photo.,TRUE,FALSE,,
3PR3LXCWSF0VD8U2DSJTR6Q8P9DX9V,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3VELCLL3GKKZB1YGZO3FUD35V5RF1O,A1UPJ6S46IUUJP,Approved,Sat Apr 10 17:11:25 PDT 2021,Sat Apr 10 17:12:06 PDT 2021,Sat Apr 10 18:12:06 PDT 2021,Sat Apr 10 17:27:11 PDT 2021,,,41,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white rabbit wearing an yellow glasses.,The rabbit was wearing some cool glasses in the photo.,TRUE,FALSE,,
3BPP3MA3TCLH8A4U7KWR8QWW9XKEL1,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,39PAAFCODM1PGIWF1MSTI5PMBI6TVZ,A8DSTQB4187FZ,Approved,Sat Apr 10 17:18:21 PDT 2021,Sat Apr 10 17:18:31 PDT 2021,Sat Apr 10 18:18:31 PDT 2021,Sat Apr 10 17:27:11 PDT 2021,,,10,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-badr-khechchab-4233098.jpg,The man was riding his skateboard all over the park with the sun shining down.,A man with plaid shorts on is skateboarding on a half pipe.,FALSE,TRUE,2,
3BPP3MA3TCLH8A4U7KWR8QWW9XKEL1,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3BV8HQ2ZZW2ZMWI5UET4B8JV60UA64,A280UKMMBLRURU,Approved,Sat Apr 10 17:11:32 PDT 2021,Sat Apr 10 17:12:37 PDT 2021,Sat Apr 10 18:12:37 PDT 2021,Sat Apr 10 17:27:11 PDT 2021,,,65,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-badr-khechchab-4233098.jpg,The man was riding his skateboard all over the park with the sun shining down.,A man with plaid shorts on is skateboarding on a half pipe.,TRUE,FALSE,,
3BPP3MA3TCLH8A4U7KWR8QWW9XKEL1,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3K2755HG5S4T3WESFHNAVF4EK2UDFC,A3TYCJO2DG3RMH,Approved,Sat Apr 10 17:13:30 PDT 2021,Sat Apr 10 17:13:47 PDT 2021,Sat Apr 10 18:13:47 PDT 2021,Sat Apr 10 17:27:11 PDT 2021,,,17,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-badr-khechchab-4233098.jpg,The man was riding his skateboard all over the park with the sun shining down.,A man with plaid shorts on is skateboarding on a half pipe.,FALSE,TRUE,,
3BPP3MA3TCLH8A4U7KWR8QWW9XKEL1,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3KV0LJBBH2MTAGPEJ5M7VU5RW4XRM3,AO1HA5KKZ51B7,Approved,Sat Apr 10 17:19:13 PDT 2021,Sat Apr 10 17:19:28 PDT 2021,Sat Apr 10 18:19:28 PDT 2021,Sat Apr 10 17:27:12 PDT 2021,,,15,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-badr-khechchab-4233098.jpg,The man was riding his skateboard all over the park with the sun shining down.,A man with plaid shorts on is skateboarding on a half pipe.,TRUE,FALSE,,
3BPP3MA3TCLH8A4U7KWR8QWW9XKEL1,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3ZWFC4W1UU8N46XXXIIU04LIZ3LFRK,A22VGT2F28LTWC,Approved,Sat Apr 10 17:13:43 PDT 2021,Sat Apr 10 17:16:57 PDT 2021,Sat Apr 10 18:16:57 PDT 2021,Sat Apr 10 17:27:12 PDT 2021,,,194,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-badr-khechchab-4233098.jpg,The man was riding his skateboard all over the park with the sun shining down.,A man with plaid shorts on is skateboarding on a half pipe.,FALSE,TRUE,,
3INZSNUD80RHF2PLMSIHXZNG9R29D6,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,34S6N1K2ZVKWF4TQNO9YHDOW9Q9LHY,A280UKMMBLRURU,Approved,Sat Apr 10 17:16:55 PDT 2021,Sat Apr 10 17:17:21 PDT 2021,Sat Apr 10 18:17:21 PDT 2021,Sat Apr 10 17:27:12 PDT 2021,,,26,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-bia-sousa-4493795.jpg,The woman is wearing a red shirt and glasses and throwing red cards.,The woman in white is throwing the cards.,TRUE,FALSE,1,
3INZSNUD80RHF2PLMSIHXZNG9R29D6,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,36NEMU28XFEYIC60IZWDITD8OJCWMB,A8DSTQB4187FZ,Approved,Sat Apr 10 17:19:21 PDT 2021,Sat Apr 10 17:19:31 PDT 2021,Sat Apr 10 18:19:31 PDT 2021,Sat Apr 10 17:27:12 PDT 2021,,,10,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-bia-sousa-4493795.jpg,The woman is wearing a red shirt and glasses and throwing red cards.,The woman in white is throwing the cards.,TRUE,FALSE,,
3INZSNUD80RHF2PLMSIHXZNG9R29D6,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,39GAF6DQWR1O7YK6Z38JCZ6RJZG1VZ,A3021ZUF9X732J,Submitted,Sat Apr 10 17:21:13 PDT 2021,Sat Apr 10 17:21:22 PDT 2021,Sat Apr 10 18:21:22 PDT 2021,,,,9,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-bia-sousa-4493795.jpg,The woman is wearing a red shirt and glasses and throwing red cards.,The woman in white is throwing the cards.,TRUE,FALSE,,
3INZSNUD80RHF2PLMSIHXZNG9R29D6,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3GGAI1SQEVZP4E0V18WC6Z65W3UMCS,AO1HA5KKZ51B7,Submitted,Sat Apr 10 17:19:29 PDT 2021,Sat Apr 10 17:19:42 PDT 2021,Sat Apr 10 18:19:42 PDT 2021,,,,13,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-bia-sousa-4493795.jpg,The woman is wearing a red shirt and glasses and throwing red cards.,The woman in white is throwing the cards.,TRUE,FALSE,,
3INZSNUD80RHF2PLMSIHXZNG9R29D6,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3P59JYT76LLGJRYDDC8IG0SBEKD2T0,A3TYCJO2DG3RMH,Submitted,Sat Apr 10 17:11:05 PDT 2021,Sat Apr 10 17:11:15 PDT 2021,Sat Apr 10 18:11:15 PDT 2021,,,,10,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-bia-sousa-4493795.jpg,The woman is wearing a red shirt and glasses and throwing red cards.,The woman in white is throwing the cards.,TRUE,FALSE,,
3T2HW4QDUV87AAJ7MWN6DT5YORQC99,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,39K0FND3AHG1BZ3XHU0L04GHW09MAQ,AVOF14300525D,Submitted,Sat Apr 10 17:19:35 PDT 2021,Sat Apr 10 17:19:49 PDT 2021,Sat Apr 10 18:19:49 PDT 2021,,,,14,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-clive-kim-4220967.jpg,A volcano is erupting bright red lava out the top.,The volcano had begun to spew lava on the ground.,TRUE,FALSE,1,
3T2HW4QDUV87AAJ7MWN6DT5YORQC99,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,39LOEL67OS6M6P28EEBS8E1G6LS83S,A3TYCJO2DG3RMH,Submitted,Sat Apr 10 17:14:04 PDT 2021,Sat Apr 10 17:14:16 PDT 2021,Sat Apr 10 18:14:16 PDT 2021,,,,12,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-clive-kim-4220967.jpg,A volcano is erupting bright red lava out the top.,The volcano had begun to spew lava on the ground.,TRUE,FALSE,,
